,Avg Temperature,Accident Count,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Predicted
2017-08-27,20.2,9,0,0,0,0,0,0,1,7.048356586695074
2017-08-26,16.6,17,0,0,0,0,0,1,0,11.363258251144522
2017-08-25,14.7,13,0,0,0,0,1,0,0,18.133323629842348
2017-08-24,19.64,13,0,0,0,1,0,0,0,15.004177767485459
2017-08-23,20.55,28,0,0,1,0,0,0,0,15.352070988973876
2017-08-22,18.14,23,0,1,0,0,0,0,0,15.3169366141845
2017-08-21,13.8,19,1,0,0,0,0,0,0,14.49469509088988
2017-08-20,13.55,11,0,0,0,0,0,0,1,8.505379499388743
2017-08-19,14.5,13,0,0,0,0,0,1,0,11.823370749889893
2017-08-18,18.8,24,0,0,0,0,1,0,0,17.235008751339485
2017-08-17,17.8,17,0,0,0,1,0,0,0,15.407323956862355
2017-08-16,16.95,14,0,0,1,0,0,0,0,16.140835272537366
2017-08-15,14.0,16,0,1,0,0,0,0,0,16.224015540282515
2017-08-14,14.45,19,1,0,0,0,0,0,0,14.352279317468694
2017-08-13,21.05,15,0,0,0,0,0,0,1,6.862120575298139
2017-08-12,19.7,12,0,0,0,0,0,1,0,10.684044562520407
2017-08-11,18.7,24,0,0,0,0,1,0,0,17.25691887032736
2017-08-10,18.64,6,0,0,0,1,0,0,0,15.223278957364206
2017-08-09,17.6,9,0,0,1,0,0,0,0,15.998419499116181
2017-08-08,17.1,23,0,1,0,0,0,0,0,15.544801851658397
2017-08-07,17.35,12,1,0,0,0,0,0,0,13.716885866820327
2017-08-06,16.64,7,0,0,0,0,0,0,1,7.828356822663414
2017-08-05,15.25,10,0,0,0,0,0,1,0,11.659044857480833
2017-08-04,16.0,13,0,0,0,0,1,0,0,17.84849208299998
2017-08-03,18.5,15,0,0,0,1,0,0,0,15.253953123947232
2017-08-02,16.5,18,0,0,1,0,0,0,0,16.239430807982803
2017-08-01,16.35,15,0,1,0,0,0,0,0,15.709127744067457
2017-07-31,18.1,12,1,0,0,0,0,0,0,13.552559974411267
2017-07-30,19.1,10,0,0,0,0,0,0,1,7.289367895561695
2017-07-29,19.3,13,0,0,0,0,0,1,0,10.771685038471906
2017-07-28,21.4,20,0,0,0,0,1,0,0,16.665345657654743
2017-07-27,22.2,10,0,0,0,1,0,0,0,14.443278721395867
2017-07-26,20.2,12,0,0,1,0,0,0,0,15.42875640543144
2017-07-25,16.0,14,0,1,0,0,0,0,0,15.78581316052502
2017-07-24,14.25,15,1,0,0,0,0,0,0,14.396099555444444
2017-07-23,22.2,9,0,0,0,0,0,0,1,6.61015420693758
2017-07-22,19.14,10,0,0,0,0,0,1,0,10.806741228852506
2017-07-21,17.39,8,0,0,0,0,1,0,0,17.543941429068518
2017-07-20,18.7,16,0,0,0,1,0,0,0,15.210132885971483
2017-07-19,16.85,14,0,0,1,0,0,0,0,16.16274539152524
2017-07-18,15.8,15,0,1,0,0,0,0,0,15.829633398500768
2017-07-17,13.85,16,1,0,0,0,0,0,0,14.483740031395943
2017-07-16,15.55,9,0,0,0,0,0,0,1,8.067177119631248
2017-07-15,21.95,5,0,0,0,0,0,1,0,10.191066885293226
2017-07-14,19.5,15,0,0,0,0,1,0,0,17.081637918424363
2017-07-13,21.0,24,0,0,0,1,0,0,0,14.706200149250364
2017-07-12,17.55,23,0,0,1,0,0,0,0,16.00937455861012
2017-07-11,15.15,25,0,1,0,0,0,0,0,15.972049171921954
2017-07-10,17.25,13,1,0,0,0,0,0,0,13.738795985808203
2017-07-09,24.0,7,0,0,0,0,0,0,1,6.215772065155834
2017-07-08,22.55,16,0,0,0,0,0,1,0,10.059606171365978
2017-07-07,22.7,12,0,0,0,0,1,0,0,16.38051411081237
2017-07-06,20.75,16,0,0,0,1,0,0,0,14.76097544672005
2017-07-05,19.55,24,0,0,1,0,0,0,0,15.571172178852624
2017-07-04,18.8,12,0,1,0,0,0,0,0,15.172329828864527
2017-07-03,18.7,6,1,0,0,0,0,0,0,13.42109926048402
2017-07-02,20.0,14,0,0,0,0,0,0,1,7.092176824670823
2017-07-01,20.6,12,0,0,0,0,0,1,0,10.486853491629534
2017-06-30,19.14,14,0,0,0,0,1,0,0,17.16051434678071
2017-06-29,16.75,27,0,0,0,1,0,0,0,15.637380206235038
2017-06-28,14.15,17,0,0,1,0,0,0,0,16.75431860419786
2017-06-27,16.8,19,0,1,0,0,0,0,0,15.610532208622022
2017-06-26,22.35,15,1,0,0,0,0,0,0,12.62137991742659
2017-06-25,18.1,10,0,0,0,0,0,0,1,7.508469085440443
2017-06-24,15.0,21,0,0,0,0,0,1,0,11.713820154950518
2017-06-23,14.6,24,0,0,0,0,1,0,0,18.155233748830224
2017-06-22,11.89,11,0,0,0,1,0,0,0,16.70221198904575
2017-06-21,13.75,21,0,0,1,0,0,0,0,16.84195908014936
2017-06-20,18.89,15,0,1,0,0,0,0,0,15.15261072177544
2017-06-19,14.65,8,1,0,0,0,0,0,0,14.308459079492945
2017-06-18,15.6,14,0,0,0,0,0,0,1,8.05622206013731
2017-06-17,14.85,17,0,0,0,0,0,1,0,11.746685333432332
2017-06-16,15.14,19,0,0,0,0,1,0,0,18.0369191062957
2017-06-15,12.05,26,0,0,0,1,0,0,0,16.66715579866515
2017-06-14,13.65,22,0,0,1,0,0,0,0,16.863869199137234
2017-06-13,12.95,19,0,1,0,0,0,0,0,16.4540717896552
2017-06-12,15.5,15,1,0,0,0,0,0,0,14.12222306809601
2017-06-11,14.5,11,0,0,0,0,0,0,1,8.297233369003933
2017-06-10,8.1,13,0,0,0,0,0,1,0,13.225618365113874
2017-06-09,14.5,17,0,0,0,0,1,0,0,18.1771438678181
2017-06-08,19.95,14,0,0,0,1,0,0,0,14.936256398623048
2017-06-07,17.29,23,0,0,1,0,0,0,0,16.066340867978592
2017-06-06,14.9,26,0,1,0,0,0,0,0,16.02682446939164
2017-06-05,14.55,20,1,0,0,0,0,0,0,14.33036919848082
2017-06-04,17.0,22,0,0,0,0,0,0,1,7.7494803943070645
2017-06-03,16.5,19,0,0,0,0,0,1,0,11.385168370132398
2017-06-02,16.75,17,0,0,0,0,1,0,0,17.68416619059092
2017-06-01,17.95,21,0,0,0,1,0,0,0,15.374458778380543
2017-05-31,19.85,15,0,0,1,0,0,0,0,15.505441821888999
2017-05-30,17.35,26,0,1,0,0,0,0,0,15.49002655418871
2017-05-29,15.65,10,1,0,0,0,0,0,0,14.089357889614199
2017-05-28,15.05,10,0,0,0,0,0,0,1,8.176727714570621
2017-05-27,18.6,13,0,0,0,0,0,1,0,10.925055871387029
2017-05-26,11.3,23,0,0,0,0,1,0,0,18.878267675430088
2017-05-25,10.35,16,0,0,0,1,0,0,0,17.03962782145902
2017-05-24,10.3,26,0,0,1,0,0,0,0,17.597858185231036
2017-05-23,20.1,9,0,1,0,0,0,0,0,14.887498282022156
2017-05-22,17.64,10,1,0,0,0,0,0,0,13.653346521755491
2017-05-21,14.1,12,0,0,0,0,0,0,1,8.384873844955433
2017-05-20,12.64,15,0,0,0,0,0,1,0,12.230898963064362
2017-05-19,10.75,15,0,0,0,0,1,0,0,18.9987733298634
2017-05-18,8.65,10,0,0,0,1,0,0,0,17.412099844252893
2017-05-17,5.25,15,0,0,1,0,0,0,0,18.70431919411871
2017-05-16,6.25,21,0,1,0,0,0,0,0,17.922049761842803
2017-05-15,7.3,7,1,0,0,0,0,0,0,15.918852825101737
2017-05-14,8.05,8,0,0,0,0,0,0,1,9.710436043721852
2017-05-13,10.7,12,0,0,0,0,0,1,0,12.655955271429132
2017-05-12,14.5,16,0,0,0,0,1,0,0,18.1771438678181
2017-05-11,13.9,6,0,0,0,1,0,0,0,16.261818597389468
2017-05-10,13.4,19,0,0,1,0,0,0,0,16.91864449660692
2017-05-09,12.2,7,0,1,0,0,0,0,0,16.61839768206426
2017-05-08,9.69,14,1,0,0,0,0,0,0,15.395200981291532
2017-05-07,7.4,10,0,0,0,0,0,0,1,9.852851817143039
2017-05-06,16.2,12,0,0,0,0,0,1,0,11.450898727096023
2017-05-05,16.09,12,0,0,0,0,1,0,0,17.82877297591089
2017-05-04,16.64,10,0,0,0,1,0,0,0,15.661481337121701
2017-05-03,10.6,18,0,0,1,0,0,0,0,17.532127828267413
2017-05-02,7.25,17,0,1,0,0,0,0,0,17.702948571964058
2017-05-01,7.15,13,1,0,0,0,0,0,0,15.951718003583549
2017-04-30,9.1,7,0,0,0,0,0,0,1,9.480379794349169
2017-04-29,7.5,12,0,0,0,0,0,1,0,13.357079079041123
2017-04-28,4.84,17,0,0,0,0,1,0,0,20.293661362046798
2017-04-27,4.59,5,0,0,0,1,0,0,0,18.301650675160605
2017-04-26,0.3,11,0,0,1,0,0,0,0,19.78887008401851
2017-04-25,-0.6,18,0,1,0,0,0,0,0,19.42289291251222
2017-04-24,2.2,16,1,0,0,0,0,0,0,17.03626889348335
2017-04-23,6.05,11,0,0,0,0,0,0,1,10.148638423479348
2017-04-22,5.6,15,0,0,0,0,0,1,0,13.773371339810742
2017-04-21,6.65,18,0,0,0,0,1,0,0,19.897088208366263
2017-04-20,8.04,7,0,0,0,1,0,0,0,17.545751570078927
2017-04-19,7.7,13,0,0,1,0,0,0,0,18.16752127891578
2017-04-18,7.6,10,0,1,0,0,0,0,0,17.626263155506496
2017-04-17,5.09,12,1,0,0,0,0,0,0,16.403066454733768
2017-04-16,1.54,1,0,0,0,0,0,0,1,11.136784789832497
2017-04-15,0.25,5,0,0,0,0,0,1,0,14.94556270566204
2017-04-14,5.6,8,0,0,0,0,1,0,0,20.12714445773895
2017-04-13,2.0,12,0,0,0,1,0,0,0,18.86912275694656
2017-04-12,2.95,17,0,0,1,0,0,0,0,19.20825193083983
2017-04-11,4.8,17,0,1,0,0,0,0,0,18.23974648716699
2017-04-10,4.45,10,1,0,0,0,0,0,0,16.54329121625617
2017-04-09,4.55,6,0,0,0,0,0,0,1,10.477290208297468
2017-04-08,7.35,10,0,0,0,0,0,1,0,13.389944257522934
2017-04-07,3.95,11,0,0,0,0,1,0,0,20.48866142103888
2017-04-06,11.5,7,0,0,0,1,0,0,0,16.787661453098462
2017-04-05,6.85,6,0,0,1,0,0,0,0,18.353757290312714
2017-04-04,2.4,6,0,1,0,0,0,0,0,18.76558934287598
2017-04-03,2.04,6,1,0,0,0,0,0,0,17.071325083863947
2017-04-02,0.85,12,0,0,0,0,0,0,1,11.287964610848832
2017-04-01,7.45,9,0,0,0,0,0,1,0,13.36803413853506
2017-03-31,6.05,18,0,0,0,0,1,0,0,20.028548922293513
2017-03-30,4.75,13,0,0,0,1,0,0,0,18.266594484780004
2017-03-29,4.95,10,0,0,1,0,0,0,0,18.770049551082334
2017-03-28,4.69,9,0,1,0,0,0,0,0,18.26384761805365
2017-03-27,6.55,9,1,0,0,0,0,0,0,16.083178717510798
2017-03-26,2.85,6,0,0,0,0,0,0,1,10.849762231091338
2017-03-25,6.05,9,0,0,0,0,0,1,0,13.674775804365307
2017-03-24,5.15,12,0,0,0,0,1,0,0,20.225739993184384
2017-03-23,4.55,12,0,0,0,1,0,0,0,18.310414722755755
2017-03-22,6.45,10,0,0,1,0,0,0,0,18.441397766264213
2017-03-21,0.64,9,0,1,0,0,0,0,0,19.151207437062578
2017-03-20,-2.9,16,1,0,0,0,0,0,0,18.153684961864958
2017-03-19,-0.29,8,0,0,0,0,0,0,1,11.537739967310603
2017-03-18,5.95,8,0,0,0,0,0,1,0,13.696685923353181
2017-03-17,0.7,14,0,0,0,0,1,0,0,21.20074028814481
2017-03-16,4.05,10,0,0,0,1,0,0,0,18.41996531769513
2017-03-15,6.15,15,0,0,1,0,0,0,0,18.507128123227837
2017-03-14,4.19,20,0,1,0,0,0,0,0,18.373398212993024
2017-03-13,-3.54,9,1,0,0,0,0,0,0,18.293909723387358
2017-03-12,-15.75,11,0,0,0,0,0,0,1,14.925044362836037
2017-03-11,-17.7,10,0,0,0,0,0,1,0,18.878429063985553
2017-03-10,-18.6,39,0,0,0,0,1,0,0,25.429393252804633
2017-03-09,-19.79,23,0,0,0,1,0,0,0,23.64333768440446
2017-03-08,-17.0,26,0,0,1,0,0,0,0,23.579320668920836
2017-03-07,-13.0,13,0,1,0,0,0,0,0,22.139747667008688
2017-03-06,-12.2,16,1,0,0,0,0,0,0,20.191326027737308
2017-03-05,-11.65,9,0,0,0,0,0,0,1,14.026729484333172
2017-03-04,-7.9,9,0,0,0,0,0,1,0,16.73123740317383
2017-03-03,1.84,12,0,0,0,0,1,0,0,20.95096493168304
2017-03-02,-4.59,11,0,0,0,1,0,0,0,20.312999598247504
2017-03-01,-6.0,15,0,0,1,0,0,0,0,21.169207580254614
2017-02-28,-9.9,15,0,1,0,0,0,0,0,21.46053397838457
2017-02-27,-12.89,14,1,0,0,0,0,0,0,20.342505848753643
2017-02-26,-9.69,5,0,0,0,0,0,0,1,13.597291152170827
2017-02-25,-6.8,5,0,0,0,0,0,1,0,16.490226094307207
2017-02-24,-8.44,13,0,0,0,0,1,0,0,23.20332516363656
2017-02-23,-5.2,14,0,0,0,1,0,0,0,20.44665132407354
2017-02-22,-3.75,12,0,0,1,0,0,0,0,20.676229903027433
2017-02-21,-1.55,12,0,1,0,0,0,0,0,19.631039042897033
2017-02-20,-3.15,6,1,0,0,0,0,0,0,18.208460259334647
2017-02-19,-1.3,5,0,0,0,0,0,0,1,11.759032169088139
2017-02-18,-1.85,8,0,0,0,0,0,1,0,15.405675204407409
2017-02-17,4.0,11,0,0,0,0,1,0,0,20.477706361544943
2017-02-16,7.3,10,0,0,0,1,0,0,0,17.7078864505892
2017-02-15,7.04,18,0,0,1,0,0,0,0,18.31212806423575
2017-02-14,4.34,12,0,1,0,0,0,0,0,18.34053303451121
2017-02-13,6.05,12,1,0,0,0,0,0,0,16.192729312450172
2017-02-12,1.04,9,0,0,0,0,0,0,1,11.24633538477187
2017-02-11,-2.7,17,0,0,0,0,0,1,0,15.591911215804345
2017-02-10,-5.24,17,0,0,0,0,1,0,0,22.502201356024568
2017-02-09,-12.1,16,0,0,0,1,0,0,0,21.958449534236895
2017-02-08,-21.6,20,0,0,1,0,0,0,0,24.587186142363073
2016-12-20,-0.04,4,0,1,0,0,0,0,0,19.300196246180125
2016-12-19,-0.19,15,1,0,0,0,0,0,0,17.559920737293556
2016-12-18,-3.55,8,0,0,0,0,0,0,1,12.25200984631532
2016-12-17,-15.0,17,0,0,0,0,0,1,0,18.286855851312936
2016-12-16,-21.4,37,0,0,0,0,1,0,0,26.042876584465123
2016-12-15,-18.1,28,0,0,0,1,0,0,0,23.27305667350938
2016-12-14,-14.75,28,0,0,1,0,0,0,0,23.086342991693655
2016-12-13,-15.05,3,0,1,0,0,0,0,0,22.58890510626012
2016-12-12,-14.35,24,1,0,0,0,0,0,0,20.662393585976616
2016-12-11,-19.64,9,0,0,0,0,0,0,1,15.777347991464364
2016-12-10,-20.95,40,0,0,0,0,0,1,0,19.59050793109148
2016-12-09,-22.29,41,0,0,0,0,1,0,0,26.23787664345721
2016-12-08,-23.25,27,0,0,0,1,0,0,0,24.401427801384926
2016-12-07,-21.8,24,0,0,1,0,0,0,0,24.63100638033882
2016-12-06,-19.79,11,0,1,0,0,0,0,0,23.62744474628538
