date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-01-19,4.9,-8.09,-6.7,-18.3,,-25,87,67,62,37,-6.6,-14,-13.2,-19.9,29,13.58,17,5,37,27,102.39,101.68,101.78,101.17,88.93,88.4,88.51,88.1,24100,16670.8,14450,4800,3.5,2.8,2.9,2.3,24.7,0,0,0,0,0,0,0,6,08:30:00,17:04:00,8.57,8.5,17.07,1,1,2,3,-7,-5,5624,,,,,8,4.5,5,2,,,,
2019-01-18,-13.7,-16.06,-15.55,-17.4,,-27,85,83.5,84,83,-16.1,-18.2,-17.8,-19.5,21,14.75,15.5,10,,,102.63,102.4,102.41,102.2,89.11,88.92,88.93,88.75,24100,13529.2,13650,3200,2.9,2.4,2.5,2.1,33.5,0,0,0,0,0,0,0,7,08:31:00,17:02:00,8.52,8.52,17.03,1,1,-5,-5,-19,-12,5019,,,,,8,6.4,6,4,,,,
2019-01-17,-8,-14.26,-12.35,-16.7,,-26,90,85.4,86.5,83,-11,-16.2,-15.1,-19.1,19,15.12,13.5,8,,,102.52,102.3,102.3,102.09,89.24,88.93,88.97,88.69,8100,4637.5,4850,1600,2.3,2,2,1.8,30.4,0,0,0,0,2.9,0,4.8,4,08:32:00,17:01:00,8.48,8.53,17.02,,,-13,-13,-17,-16,2389,,,,,8,7.2,5.5,3,,,,
2019-01-16,-5.4,-6.53,-6.7,-8,,-14,93,92.2,91.5,90,-6.4,-7.6,-8.3,-10.2,17,10.67,10,3,,,102.48,102.04,102.16,101.83,89.22,88.87,88.96,88.7,4000,1691.7,2200,400,2.6,2.1,2.1,1.6,24.7,0,0,0,0,2.6,0,3,0,08:33:00,16:59:00,8.43,8.55,16.98,1,1,-6,-6,-14,-14,1497,,,,,8,5.2,5,2,,,,
2019-01-15,-2.8,-5.8,-6.1,-9.4,,-13,95,86.5,84,73,-3.6,-7.8,-7.8,-12.1,20,9.42,10.5,1,,,102.51,102.25,102.2,101.89,89.36,89.09,89.06,88.76,64400,14175,32200,0,3.8,2.8,2.8,1.8,24.1,0,0,0,0,0,0,0,0,08:34:00,16:58:00,8.4,8.57,16.97,1,1,-2,-2,-12,-12,1258,,,,,8,2.6,4,0,,,,
2019-01-14,9.9,-1.22,1.5,-6.9,,-9,72,59,51.5,31,-6,-8.7,-8.5,-11,23,6.96,12.5,2,45,23,102.58,102.38,102.33,102.08,89.52,89.29,89.31,89.1,64400,39212.5,44250,24100,4.4,3.1,3.4,2.4,16.5,0,0,0,0,0,0,0,0,08:34:00,16:56:00,8.37,8.57,16.93,1,1,6,6,-7,-7,4742,,,,,3,1,1.5,0,,,,
2019-01-13,9.8,0.53,2.1,-5.6,,-7,65,46.9,41.5,18,-8.5,-10.4,-11.2,-13.9,21,6.79,11,1,,,102.79,102.5,102.55,102.3,89.62,89.42,89.44,89.26,64400,39212.5,44250,24100,3.5,2.8,2.9,2.3,15.9,0,0,0,0,0,0,0,0,08:35:00,16:55:00,8.33,8.58,16.92,1,1,7,7,-5,-4,4182,,,,,8,4.3,4,0,,,,
2019-01-12,9.6,3.69,3,-3.6,,-7,56,40.7,39,22,-7.3,-8.9,-10.1,-12.9,17,8.17,10,3,37,9,102.32,101.88,101.95,101.59,89.28,88.98,89.01,88.75,64400,39883.3,44250,24100,4.1,3,3.2,2.3,15,0,0,0,0,0,0,0,0,08:36:00,16:53:00,8.28,8.6,16.88,1,1,9,10,-4,-4,1911,,,,,8,5.9,4.5,1,,,,
2019-01-11,8,-0.68,-1,-10,,-11,83,60.2,55.5,28,-5,-8.4,-8.5,-12,18,7.25,9.5,1,39,20,102.37,102.05,102.01,101.64,89.14,88.96,88.94,88.74,64400,38879.2,44250,24100,4.6,3.8,3.8,3.1,19,0,0,0,0,0,0,0,0,08:36:00,16:52:00,8.27,8.6,16.87,1,1,6,6,-2,0,3405,,,,,8,4.8,4,0,,,,
2019-01-10,9.8,-3.69,-0.5,-10.8,,-13,82,68.9,57,32,-4.9,-9.1,-8.3,-11.7,24,8.88,12.5,1,41,29,102.28,101.73,101.83,101.37,89.1,88.61,88.69,88.28,64400,38879.2,44250,24100,4.5,3.1,3.4,2.2,18.5,0,0,0,0,0,0,0,,08:37:00,16:51:00,8.23,8.62,16.85,1,1,5,5,-9,-4,2942,,,,,8,5.1,4,0,,,,
2019-01-09,-4.5,-8.33,-7.6,-10.7,,-17,81,73.5,71,61,-11.1,-12.3,-12.2,-13.3,16,9.71,9.5,3,,,102.17,101.59,101.75,101.33,88.92,88.41,88.57,88.22,64400,38812.5,43450,22500,2.7,2.2,2.2,1.8,25.6,0,0,0,0,0,0,0,0,08:38:00,16:49:00,8.18,8.63,16.82,1,1,-6,-6,-11,-7,2422,,,,,8,4.4,4,0,,,,
2019-01-08,-6.3,-9.18,-10.25,-14.2,,-18,73,61.3,62.5,52,-12.8,-15.4,-15.6,-18.3,25,12.83,13.5,2,32,17,103.51,103.01,102.89,102.28,90.01,89.62,89.51,89.02,64400,37870.8,44250,24100,3.5,2.7,2.6,1.8,28.2,0,0,0,0,0,0,0,0,08:38:00,16:48:00,8.17,8.63,16.8,1,1,-8,-8,-13,-12,3000,,,,,8,4,4,0,,,,
2019-01-07,-5.7,-8.63,-8.8,-11.9,,-18,86,75.5,71,56,-8.9,-12.3,-12.9,-16.9,17,8.46,10,3,31,32,102.68,101.12,101.28,99.87,89.34,88.04,88.19,87.04,24100,17895.8,15250,6400,2.9,2.3,2.4,1.8,26.8,0,0,0,0,0,0,0,0,08:38:00,16:47:00,8.15,8.63,16.78,1,1,-9,-8,-18,-18,3681,,,,,8,4.4,4.5,1,,,,
2019-01-06,5.7,-3,-0.69,-7.1,,-14,93,76.7,61,29,-1.3,-7.3,-6.3,-11.3,30,12.29,15.5,1,55,26,99.92,99.41,99.49,99.05,87.03,86.61,86.69,86.36,64400,33220.8,34000,3600,3.2,2.4,2.5,1.7,18.7,0,0,0,0,0,0,0,0,08:39:00,16:45:00,8.1,8.65,16.75,1,1,4,4,-9,-9,2154,,,,,8,7.5,6.5,5,,,,
2019-01-05,-4.5,-7.13,-7,-9.5,,-14,93,91.6,91.5,90,-5.7,-8.3,-8,-10.3,13,8.42,7.5,2,,,101.43,101,100.72,100.02,88.32,87.97,87.72,87.12,8100,2695.8,4250,400,3.4,2.7,2.6,1.8,25,0,0,0,0,0,0,0,0,08:39:00,16:44:00,8.08,8.65,16.73,1,1,1,1,-7,-3,2748,,,,,8,4.6,4,0,,,,
2019-01-04,9.4,1.1,1.6,-6.2,,-11,93,64.4,60,27,-3.4,-6.1,-6.2,-8.9,49,18.42,25.5,2,74,22,100.94,100.28,100.37,99.79,88.06,87.52,87.59,87.13,64400,34687.5,32400,400,4.2,3,3.2,2.2,16.4,0,0,0,0,0,0,0,0,08:39:00,16:43:00,8.07,8.65,16.72,1,1,8,8,-7,-4,4275,,,,,7,2.8,3.5,0,,,,
2019-01-03,9.7,4.08,4.55,-0.6,,,76,58.8,58,40,-1.6,-3.6,-3.5,-5.3,32,9.88,16.5,1,65,27,100.26,100.11,100.07,99.87,87.6,87.46,87.45,87.31,48300,30820.8,36200,24100,4.4,3.3,3.5,2.6,13.4,0,0,0,0,0,0,0,0,08:40:00,16:42:00,8.03,8.67,16.7,1,1,8,11,1,1,3596,,,,,7,3.8,4,1,,,,
2019-01-02,11.1,8.42,8,4.9,,,47,40.9,41,35,-3.5,-4.2,-4.5,-5.5,50,24.58,27.5,5,72,27,100.98,100.45,100.46,99.93,88.22,87.81,87.81,87.39,64400,40220.8,44250,24100,3.7,2.9,3,2.4,10,0,3,1,0,0,0,0,3,08:40:00,16:41:00,8.02,8.67,16.68,2,3,10,10,0,0,2064,,,,,8,6,4.5,1,,,,
2019-01-01,5.9,2.21,-2.84,-11.6,,-13,64,46.8,51,38,-5.8,-8.2,-10.4,-15,32,15.04,18,4,50,28,101.86,101.42,101.44,101.01,88.64,88.43,88.44,88.24,64400,39212.5,44250,24100,3.3,2.8,2.9,2.5,20.8,0,0,0,0,0,0,0,4,08:40:00,16:40:00,8,8.67,16.67,1,1,1,3,-2,0,3300,,,,,8,6,5,2,,,,
2018-12-31,-8,-11.81,-11.35,-14.7,,-22,83,71.6,70,57,-14.8,-16.1,-15.8,-16.8,17,10.58,10,3,,,103.68,103.12,102.86,102.03,90.13,89.65,89.43,88.74,64400,38679.2,41050,17700,3.7,2.6,2.8,1.8,29.4,0,0,0,0,0,0,0,4,08:40:00,16:39:00,7.98,8.67,16.65,1,1,-8,-8,-15,-10,4118,,,,,8,3.5,4,0,,,,
2018-12-30,4,-7.74,-4.84,-13.7,,-23,92,77.8,69.5,47,-2,-11.1,-9.3,-16.6,40,25.62,21,2,67,36,103.53,101.8,101.74,99.94,90.03,88.72,88.63,87.24,48300,16825,25750,3200,2.4,1.9,2,1.6,22.8,0,0,0,0,0.9,0,1.3,4,08:40:00,16:38:00,7.97,8.67,16.63,,,-9,-6,-16,-15,2322,,,,,8,6.6,4,0,,,,
2018-12-29,9.1,1.66,2.59,-3.9,,-8,70,53.8,52.5,35,-3.1,-7.1,-7,-10.8,27,12.62,16,5,42,36,101.09,100.18,100.31,99.54,88.16,87.4,87.55,86.93,64400,38075,39450,14500,3.4,2.9,2.8,2.3,15.4,0,0,0,0,0,0,0,4,08:40:00,16:37:00,7.95,8.67,16.62,1,1,2,2,-9,-8,2830,,,,,8,6.3,5,2,,,,
2018-12-28,1.8,-4.35,-5.6,-13,,-16,84,56.2,62,40,-9.6,-12.3,-12.7,-15.7,32,12.92,17.5,3,54,29,102.63,101.85,101.88,101.12,89.33,88.7,88.75,88.17,64400,40891.7,44250,24100,3.6,2.9,3,2.3,23.6,0,0,0,0,0,0,0,4,08:40:00,16:36:00,7.93,8.67,16.6,1,1,-4,-4,-9,-7,3217,,,,,8,3.8,4,0,,,,
2018-12-27,-4.6,-7.14,-7.3,-10,,-14,91,84,82.5,74,-8.7,-9.4,-9.9,-11.1,13,8.38,8,3,,,102.75,102.6,102.53,102.32,89.41,89.31,89.24,89.06,40200,13454.2,20900,1600,2.8,2.4,2.5,2.2,25.3,0,0,0,0,0.8,0,1,4,08:39:00,16:35:00,7.93,8.65,16.58,1,1,-6,-6,-12,-10,2489,,,,,8,6.9,6.5,5,,,,
2018-12-26,-3.9,-7.51,-6.3,-8.7,,-14,93,91,91,89,-6.5,-8.7,-8.2,-9.9,15,10.5,10.5,6,29,12,102.34,102.21,102.18,102.03,89.17,89,89,88.84,6400,3250,3400,400,3,2.6,2.5,2.1,24.3,0,0,0,0,0.5,0,0.3,3,08:39:00,16:35:00,7.93,8.65,16.58,1,1,-6,-6,-12,-12,1539,,,,,8,7.4,6.5,5,,,,
2018-12-25,-1.8,-5.4,-5.9,-10,,-15,92,82.9,81,70,-4.8,-7.9,-8.1,-11.4,18,8.42,9.5,1,,,102.41,102.31,102.31,102.2,89.16,89.09,89.07,88.98,64400,26987.5,34200,4000,3,2.4,2.5,2.1,23.9,0,0,0,0,0.6,0,0.8,3,08:39:00,16:34:00,7.92,8.65,16.57,1,1,-4,-4,-10,-10,1696,,,,,8,7.3,7,6,,,,
2018-12-24,-4.3,-7.81,-8,-11.7,,-14,87,77.3,75,63,-8.8,-11.2,-11.3,-13.9,13,7.79,8,3,,,102.23,102.04,101.95,101.67,88.97,88.83,88.79,88.61,64400,33654.2,38650,12900,3.6,3,3,2.5,26,0,0,0,0,0,0,0,3,08:39:00,16:33:00,7.9,8.65,16.55,1,1,-6,-6,-13,-12,2755,,,,,8,5.3,4,0,,,,
2018-12-23,3,-3.35,-2.59,-8.2,,-13,72,58.6,54.5,37,-9.4,-10.7,-11.2,-13,24,12.21,13.5,3,45,27,101.7,101.33,101.36,101.03,88.6,88.29,88.34,88.08,64400,38875,44250,24100,3,2.8,2.8,2.6,20.6,0,0,0,0,0,0,0,3,08:38:00,16:33:00,7.92,8.63,16.55,1,1,-4,3,-12,-11,1742,,,,,8,6.2,5.5,3,,,,
2018-12-22,-2.6,-5.33,-5.25,-7.9,,-13,73,54.2,57,41,-10.1,-13.4,-12.4,-14.8,20,12.21,11.5,3,33,31,102.33,102.13,102.08,101.82,89.17,88.99,88.93,88.69,64400,39883.3,44250,24100,2.8,2.4,2.5,2.1,23.2,0,0,0,0,0,0,0,4,08:38:00,16:32:00,7.9,8.63,16.53,1,1,-1,-1,-9,-8,3715,,,,,8,4,4.5,1,,,,
2018-12-21,5.4,0.9,1.2,-3,,-9,67,45.3,42.5,18,-5.9,-10.3,-12.4,-19,39,20.42,23,7,63,22,101.76,100.48,100.47,99.17,88.71,87.71,87.65,86.6,64400,37195.8,40250,16100,2.6,2.3,2.4,2.1,16.8,0,0,0,0,0,0,0,4,08:37:00,16:32:00,7.92,8.62,16.53,1,1,2,3,-9,-9,3635,,,,,8,5.6,4.5,1,,,,
2018-12-20,8.7,2.6,2.84,-3,,-6,64,55.3,53,42,-1.8,-5.6,-5.5,-9.2,31,17.42,18,5,58,22,101.76,100.54,100.53,99.31,88.87,87.76,87.78,86.69,64400,34516.7,44250,24100,3.9,2.8,3,2.2,15.2,0,0,0,0,0,0,0,4,08:37:00,16:31:00,7.9,8.62,16.52,1,1,7,7,-1,0,2584,,,,,8,6.3,4.5,1,,,,
2018-12-19,7,3.25,2.15,-2.7,,-4,59,40.6,42.5,26,-7.5,-9.3,-9.7,-11.8,37,15.29,21.5,6,54,29,101.92,101.35,101.17,100.43,88.96,88.5,88.36,87.75,64400,38541.7,44250,24100,3.5,2.9,3,2.4,15.8,0,0,0,0,0,0,0,3,08:36:00,16:31:00,7.92,8.6,16.52,1,1,8,8,-4,-4,3887,,,,,7,3.7,4,1,,,,
2018-12-18,7.5,2.86,2.04,-3.4,,-4,68,53.8,53.5,39,-2.6,-5.8,-5.2,-7.9,33,12.88,18,3,48,29,100.45,100.03,100.06,99.68,87.72,87.33,87.38,87.03,64400,35858.3,44250,24100,3.6,2.9,3,2.5,16,0,0,0,0,0,0,0,7,08:35:00,16:31:00,7.93,8.58,16.52,1,1,9,9,0,0,2632,,,,,7,4.8,4.5,2,,,,
2018-12-17,9.1,1.83,1.44,-6.2,,-9,84,57.1,59.5,35,-5.3,-6.5,-6.5,-7.6,28,11.71,15.5,3,50,27,101.09,100.84,100.81,100.53,88.15,87.98,87.97,87.79,64400,35520.8,44250,24100,4.7,3.3,3.6,2.5,16.6,0,0,0,0,0,0,0,7,08:35:00,16:30:00,7.92,8.58,16.5,1,1,7,7,-1,-1,3932,,,,,7,3.4,4,1,,,,
2018-12-16,2.8,-2.2,-1.75,-6.3,,-11,79,69.5,67.5,56,-3.2,-7.1,-6.6,-10,18,11.21,11,4,,,102.23,101.48,101.49,100.75,89.1,88.45,88.49,87.87,64400,35858.3,44250,24100,3.8,2.8,2.9,2,19.8,0,0,0,0,0,0,0,7,08:34:00,16:30:00,7.93,8.57,16.5,1,1,2,2,-3,-2,3003,,,,,8,5.5,5.5,3,,,,
2018-12-15,7.8,0.37,0.5,-6.8,,-9,80,56,55,30,-5.1,-8,-8,-10.8,28,13.29,15.5,3,55,30,102.22,100.96,100.87,99.51,89.11,88.13,88.02,86.93,64400,39212.5,44250,24100,4.2,2.9,3.2,2.3,17.5,0,0,0,0,0,0,0,8,08:33:00,16:30:00,7.95,8.55,16.5,1,1,4,6,-8,-8,2580,,,,,8,4,4,0,,,,
2018-12-14,8.7,4.3,1.14,-6.4,,-7,73,47,50,27,-3.9,-6.5,-7.2,-10.4,33,13.29,17,1,46,19,101.03,100.3,100.24,99.45,88.11,87.57,87.53,86.94,64400,38541.7,44250,24100,4.4,3.2,3.5,2.5,16.9,0,0,0,0,0,0,0,9,08:32:00,16:30:00,7.97,8.53,16.5,1,1,9,10,-1,2,1912,,,,,8,5.6,5,2,,,,
2018-12-13,6.5,-0.68,0.04,-6.4,,-10,69,55.2,52.5,36,-6.8,-8.8,-9.3,-11.9,19,8.83,10,1,32,36,101.21,100.96,100.97,100.73,88.21,88.05,88.01,87.81,64400,39212.5,44250,24100,4.6,3.4,3.6,2.6,18,0,0,0,0,0,0,0,9,08:31:00,16:30:00,7.98,8.52,16.5,1,1,5,5,-2,-1,2350,,,,,8,5.6,5,2,,,,
2018-12-12,4.2,-0.1,0,-4.2,,-7,83,49.5,54,25,-3.4,-10.4,-8.9,-14.5,35,15.83,19.5,4,54,28,101.39,100.61,100.42,99.46,88.43,87.77,87.6,86.76,64400,38008.3,37850,11300,4.2,3,3.2,2.3,18,0,0,0,0,0,0,0,3,08:30:00,16:30:00,8,8.5,16.5,1,1,2,2,-4,-4,3718,,,,,8,4.7,4,0,,,,
2018-12-11,4.5,-0.69,-0.79,-6.1,,-10,68,53.2,56,44,-5.9,-9.2,-9.6,-13.2,21,9.46,11,1,35,27,101.48,100.3,100.45,99.41,88.59,87.48,87.66,86.73,64400,36195.8,44250,24100,6.2,4.7,4.5,2.9,18.8,0,0,0,0,0,0,0,3,08:29:00,16:30:00,8.02,8.48,16.5,1,1,1,1,-3,-2,1575,,,,,8,5.2,4.5,1,,,,
2018-12-10,6.2,3.83,3.9,1.6,,,54,44,45.5,37,-5,-7.4,-8,-11,31,19.58,16,1,58,29,101.56,101.41,101.41,101.27,88.67,88.55,88.54,88.41,64400,35858.3,44250,24100,3.3,2.7,2.8,2.3,14.1,0,0,0,0,0,0,0,7,08:28:00,16:30:00,8.03,8.47,16.5,1,1,6,6,-7,-6,4128,,,,,7,5,4,1,,,,
2018-12-09,5.7,2.28,-1.04,-7.8,,-9,54,42.7,43,32,-5.8,-9.2,-8.9,-12.1,37,13.25,20,3,54,28,102.63,102.04,101.94,101.26,89.48,89.04,88.96,88.43,64400,40891.7,44250,24100,4.2,3.4,3.5,2.9,19,0,0,0,0,0,0,0,8,08:27:00,16:30:00,8.05,8.45,16.5,1,1,4,4,-5,-3,2534,,,,,8,5.2,4,0,,,,
2018-12-08,1.9,-4.17,-4.45,-10.8,,-12,60,47.8,48,36,-11.2,-13.9,-13.4,-15.6,13,8.5,8.5,4,,,102.73,102.51,102.48,102.22,89.51,89.31,89.3,89.09,64400,40891.7,44250,24100,3.9,3.1,3.3,2.7,22.4,0,0,0,0,0,0,0,8,08:26:00,16:30:00,8.07,8.43,16.5,1,1,1,3,-9,-8,4162,,,,,5,0.7,2.5,0,,,,
2018-12-07,1.6,-6.53,-7.4,-16.4,,-18,73,56.4,57,41,-9.7,-14.1,-13.9,-18.2,13,5.25,7,1,,,102.3,102.07,102.09,101.88,89.05,88.85,88.89,88.73,64400,40891.7,44250,24100,4,3.4,3.5,3.1,25.4,0,0,0,0,0,0,0,9,08:25:00,16:31:00,8.1,8.42,16.52,1,1,1,1,-12,-8,3243,,,,,7,2.8,3.5,0,,,,
2018-12-06,-2.9,-10.22,-10.75,-18.6,,-21,87,64.5,65,43,-13.9,-16.1,-16.5,-19.1,11,5.75,6,1,,,102.79,102.61,102.6,102.41,89.37,89.23,89.24,89.1,64400,38475,43450,22500,4.6,3.4,3.6,2.6,28.8,0,0,0,0,0,0,0,9,08:24:00,16:31:00,8.12,8.4,16.52,1,1,-5,-5,-14,-12,4153,,,,,2,0.5,1,0,,,,
2018-12-05,-3.6,-9.07,-8.45,-13.3,,-19,88,77.5,74.5,61,-9.7,-12.4,-12.7,-15.7,35,16.17,18.5,2,54,34,103.17,102.9,102.76,102.36,89.84,89.58,89.54,89.25,64400,24479.2,36250,8100,3.7,2.8,3,2.2,26.4,0,0,0,0,0.2,0.2,0,8,08:23:00,16:31:00,8.13,8.38,16.52,1,1,-4,-4,-14,-13,2786,,,,,8,4.8,4,0,,,,
2018-12-04,1.8,-4.18,-4.34,-10.5,,-15,82,59.3,59,36,-6.7,-11.3,-10.1,-13.4,27,14.42,16.5,6,46,1,102.6,102.19,102.28,101.97,89.35,89.02,89.09,88.83,64400,37208.3,34600,4800,3.9,3.2,3.2,2.5,22.3,0,0,0,0,0.2,0,0.2,10,08:21:00,16:32:00,8.18,8.35,16.53,1,1,-1,-1,-12,-11,3456,,,,,8,5.4,4,0,,,,
2018-12-03,-2.3,-4.47,-6.44,-10.6,,-12,82,74.8,73,64,-6.7,-8.3,-9.6,-12.4,14,6.75,7.5,1,,,102.74,102.62,102.62,102.51,89.6,89.43,89.47,89.34,64400,33234.8,35400,6400,4.3,3,3.3,2.3,24.4,0,0,0,0,0.2,0,0.3,11,08:20:00,16:32:00,8.2,8.33,16.53,1,1,-3,-1,-11,-10,3431,,,,,8,6,4.5,1,,,,
2018-12-02,-2.1,-3.78,-3.65,-5.2,,-11,90,83.1,82,74,-4.6,-6.3,-6.3,-8.1,25,16,16,7,32,35,102.51,102.03,102.1,101.69,89.33,88.91,88.98,88.63,48300,12325,25550,2800,2.4,1.9,1.9,1.4,21.6,0,0,0,0,4,0,4,12,08:19:00,16:33:00,8.23,8.32,16.55,,,-2,-2,-9,-9,2621,,,,,8,5.7,4,0,,,,
2018-12-01,-2.5,-3.59,-3.65,-4.8,,-10,92,85.8,85,78,-4.4,-5.7,-6,-7.6,20,15,14,8,28,35,101.69,101.5,101.45,101.21,88.62,88.46,88.44,88.25,24100,8016.7,12850,1600,3.3,2.4,2.8,2.2,21.6,0,0,0,0,5.8,0,7,2,08:17:00,16:33:00,8.27,8.28,16.55,,,-2,-2,-7,-6,2584,,,,,8,5.2,4,0,,,,
2018-11-30,1.7,-3.76,-3.24,-8.2,,-11,81,70.5,64.5,48,-6.7,-8.5,-9.2,-11.6,11,4.67,5.5,0,,,101.23,100.93,100.91,100.58,88.24,87.96,87.99,87.74,64400,33845.8,44250,24100,4.1,3.1,3.2,2.3,21.2,0,0,0,0,0,0,0,2,08:16:00,16:34:00,8.3,8.27,16.57,1,1,0,1,-7,-6,3376,,,,,7,4.6,3.5,0,,,,
2018-11-29,6.3,0.1,0,-6.3,,-8,79,53.8,56.5,34,-6.7,-8.6,-8.4,-10.2,18,6.71,9.5,1,35,30,100.65,100.53,100.51,100.37,87.79,87.73,87.74,87.7,64400,38208.3,44250,24100,4.3,3.3,3.5,2.6,18,0,0,0,0,0,0,0,3,08:15:00,16:35:00,8.33,8.25,16.58,1,1,3,6,-9,-8,4029,,,,,6,2.3,3,0,,,,
2018-11-28,9.5,4.95,3.9,-1.7,,-2,61,41.5,46,31,-5.2,-7.3,-7.5,-9.7,27,14.29,15,3,41,29,100.37,100.25,100.24,100.1,87.69,87.58,87.57,87.44,64400,40891.7,44250,24100,3.5,3,3,2.4,14.1,0,0,0,0,0,0,0,3,08:13:00,16:35:00,8.37,8.22,16.58,1,1,8,9,-2,-2,4058,,,,,7,3,3.5,0,,,,
2018-11-27,10.3,7.11,5.8,1.3,,,72,53.2,57,42,0.2,-1.9,-2.9,-6,34,15.46,17.5,1,50,28,100.31,100,100.05,99.79,87.66,87.39,87.44,87.22,64400,40891.7,44250,24100,4.6,3.1,3.5,2.3,12.2,0,0.8,0,0,0,0,0,9,08:12:00,16:36:00,8.4,8.2,16.6,1,1,7,10,-1,0,2862,,,,,8,5.2,4.5,1,,,,
2018-11-26,5.8,0.56,-1.75,-9.3,,-10,90,76,71.5,53,-0.3,-3.3,-4.9,-9.5,19,9.58,11.5,4,34,29,102.13,101.32,101.25,100.37,88.99,88.36,88.33,87.68,64400,40891.7,44250,24100,4.7,3.6,3.7,2.7,19.8,0,0,0,0,0,0,0,10,08:10:00,16:37:00,8.45,8.17,16.62,1,1,6,6,0,0,2194,,,,,8,6.2,4.5,1,,,,
2018-11-25,1.5,-3.65,-3.3,-8.1,,-11,92,69.1,72.5,53,-6.8,-8.7,-8.8,-10.8,13,7.38,7,1,,,102.51,102.32,102.35,102.19,89.21,89.14,89.12,89.04,64400,36195.8,44250,24100,3.9,3.1,3.2,2.5,21.3,0,0,0,0,0,0,0,13,08:09:00,16:38:00,8.48,8.15,16.63,1,1,1,1,-6,-5,4979,,,,,7,5,4,1,,,,
2018-11-24,-2.5,-5.75,-6.4,-10.3,,-15,94,88.6,85.5,77,-5.7,-7.3,-8.8,-11.9,14,7.71,8,2,,,102.16,101.76,101.61,101.06,88.99,88.65,88.54,88.09,24100,7791.7,12450,800,3.2,2.6,2.6,2,24.4,0,0,0,0,3.2,0,4.2,15,08:07:00,16:39:00,8.53,8.12,16.65,1,1,-1,-1,-8,-7,4649,,,,,7,2.7,3.5,0,,,,
2018-11-23,0.9,-2.12,-1.9,-4.7,,-11,94,86.4,86,78,-2.3,-4.1,-4.2,-6,17,10.33,10,3,,,100.96,100.53,100.53,100.11,88.01,87.69,87.73,87.44,24100,9875,12450,800,3.2,2.8,2.7,2.2,19.9,0,0,0,0,12.6,0,13.2,0,08:06:00,16:40:00,8.57,8.1,16.67,,,0,0,-7,-7,1331,,,,,8,5.5,4.5,1,,,,
2018-11-22,11.3,3.6,4.15,-3,,-5,81,54.7,54.5,28,-3,-5.3,-5.1,-7.2,21,7.88,11,1,32,27,100.43,100.2,100.18,99.93,87.73,87.49,87.53,87.34,64400,40891.7,44250,24100,4.8,3.7,3.8,2.7,13.8,0,0,0,0,0,0,0,,08:04:00,16:41:00,8.62,8.07,16.68,1,1,10,10,-5,-3,3804,,,,,6,3,3,0,,,,
2018-11-21,9.2,4.43,3.59,-2,,-4,63,39.5,40,17,-6,-8.6,-10.5,-15,18,7.62,9.5,1,,,101.17,100.74,100.72,100.27,88.45,88.01,88.06,87.66,64400,40891.7,44250,24100,6.1,3.7,4.3,2.5,14.4,0,0,0,0,0,0,0,0,08:02:00,16:42:00,8.67,8.03,16.7,1,1,11,12,-2,1,1062,,,,,8,5.9,5,2,,,,
2018-11-20,13.6,7.52,6.15,-1.3,,-4,72,37.8,46.5,21,-3.9,-7.1,-6.9,-9.9,30,17.96,18,6,52,27,101.79,101.42,101.49,101.19,88.89,88.64,88.67,88.46,64400,41229.2,44250,24100,3.8,3,3,2.3,11.8,0,1.1,0,0,0,0,0,0,08:01:00,16:43:00,8.7,8.02,16.72,1,1,12,14,-2,0,4207,,,,,7,3.5,3.5,0,,,,
2018-11-19,11.4,3.53,4.5,-2.4,,-4,88,67.1,64,40,-0.1,-2.5,-2.2,-4.3,14,7.5,8,2,,,102.29,102.04,102.06,101.83,89.27,89.09,89.1,88.93,64400,41229.2,44250,24100,3.4,2.7,2.8,2.2,13.5,0,0,0,0,0,0,0,,07:59:00,16:44:00,8.75,7.98,16.73,1,1,9,9,-2,0,4915,,,,,8,4.5,4,0,,,,
